Freq.	I(R4)/I(R8)
1.89234361864464e+03	(4.32144168991540e+00dB,-2.98802748427625e+00°)
1.89670592121081e+03	(4.32141425339933e+00dB,-2.99491147013085e+00°)
1.90107827992297e+03	(4.32138669033395e+00dB,-3.00181130550864e+00°)
1.90546071796291e+03	(4.32135900013596e+00dB,-3.00872702678983e+00°)
1.90985325856590e+03	(4.32133118221936e+00dB,-3.01565867043748e+00°)
1.91425592502075e+03	(4.32130323599545e+00dB,-3.02260627299765e+00°)
1.91866874066995e+03	(4.32127516087283e+00dB,-3.02956987109960e+00°)
1.92309172890982e+03	(4.32124695625737e+00dB,-3.03654950145596e+00°)
1.92752491319060e+03	(4.32121862155222e+00dB,-3.04354520086295e+00°)
1.93196831701659e+03	(4.32119015615776e+00dB,-3.05055700620050e+00°)
1.93642196394627e+03	(4.32116155947162e+00dB,-3.05758495443251e+00°)
1.94088587759244e+03	(4.32113283088867e+00dB,-3.06462908260698e+00°)
1.94536008162232e+03	(4.32110396980098e+00dB,-3.07168942785623e+00°)
1.94984459975770e+03	(4.32107497559782e+00dB,-3.07876602739706e+00°)
1.95433945577505e+03	(4.32104584766565e+00dB,-3.08585891853097e+00°)
1.95884467350565e+03	(4.32101658538813e+00dB,-3.09296813864430e+00°)
1.96336027683570e+03	(4.32098718814605e+00dB,-3.10009372520847e+00°)
1.96788628970650e+03	(4.32095765531737e+00dB,-3.10723571578014e+00°)
1.97242273611451e+03	(4.32092798627718e+00dB,-3.11439414800140e+00°)
1.97696964011151e+03	(4.32089818039769e+00dB,-3.12156905959995e+00°)
1.98152702580475e+03	(4.32086823704824e+00dB,-3.12876048838932e+00°)
1.98609491735702e+03	(4.32083815559525e+00dB,-3.13596847226903e+00°)
1.99067333898684e+03	(4.32080793540222e+00dB,-3.14319304922479e+00°)
1.99526231496853e+03	(4.32077757582974e+00dB,-3.15043425732871e+00°)
1.99986186963239e+03	(4.32074707623544e+00dB,-3.15769213473943e+00°)
2.00447202736481e+03	(4.32071643597400e+00dB,-3.16496671970240e+00°)
2.00909281260837e+03	(4.32068565439713e+00dB,-3.17225805054999e+00°)
2.01372424986203e+03	(4.32065473085357e+00dB,-3.17956616570174e+00°)
2.01836636368121e+03	(4.32062366468904e+00dB,-3.18689110366451e+00°)
2.02301917867791e+03	(4.32059245524627e+00dB,-3.19423290303271e+00°)
2.02768271952092e+03	(4.32056110186494e+00dB,-3.20159160248847e+00°)
2.03235701093586e+03	(4.32052960388172e+00dB,-3.20896724080182e+00°)
2.03704207770536e+03	(4.32049796063022e+00dB,-3.21635985683093e+00°)
2.04173794466917e+03	(4.32046617144096e+00dB,-3.22376948952225e+00°)
2.04644463672431e+03	(4.32043423564142e+00dB,-3.23119617791076e+00°)
2.05116217882520e+03	(4.32040215255595e+00dB,-3.23863996112011e+00°)
2.05589059598378e+03	(4.32036992150580e+00dB,-3.24610087836286e+00°)
2.06062991326964e+03	(4.32033754180912e+00dB,-3.25357896894065e+00°)
2.06538015581016e+03	(4.32030501278090e+00dB,-3.26107427224440e+00°)
2.07014134879068e+03	(4.32027233373298e+00dB,-3.26858682775453e+00°)
2.07491351745454e+03	(4.32023950397404e+00dB,-3.27611667504110e+00°)
2.07969668710333e+03	(4.32020652280957e+00dB,-3.28366385376409e+00°)
2.08449088309692e+03	(4.32017338954188e+00dB,-3.29122840367353e+00°)
2.08929613085367e+03	(4.32014010347007e+00dB,-3.29881036460970e+00°)
2.09411245585052e+03	(4.32010666388998e+00dB,-3.30640977650339e+00°)
2.09893988362315e+03	(4.32007307009427e+00dB,-3.31402667937604e+00°)
2.10377843976610e+03	(4.32003932137229e+00dB,-3.32166111333996e+00°)
2.10862814993292e+03	(4.32000541701015e+00dB,-3.32931311859851e+00°)
2.11348903983627e+03	(4.31997135629068e+00dB,-3.33698273544635e+00°)
2.11836113524813e+03	(4.31993713849339e+00dB,-3.34467000426958e+00°)
2.12324446199984e+03	(4.31990276289450e+00dB,-3.35237496554599e+00°)
2.12813904598233e+03	(4.31986822876688e+00dB,-3.36009765984524e+00°)
2.13304491314620e+03	(4.31983353538006e+00dB,-3.36783812782903e+00°)
2.13796208950185e+03	(4.31979868200022e+00dB,-3.37559641025138e+00°)
2.14289060111968e+03	(4.31976366789015e+00dB,-3.38337254795875e+00°)
2.14783047413015e+03	(4.31972849230926e+00dB,-3.39116658189031e+00°)
2.15278173472399e+03	(4.31969315451355e+00dB,-3.39897855307809e+00°)
2.15774440915228e+03	(4.31965765375560e+00dB,-3.40680850264722e+00°)
2.16271852372664e+03	(4.31962198928454e+00dB,-3.41465647181612e+00°)
2.16770410481931e+03	(4.31958616034608e+00dB,-3.42252250189670e+00°)
2.17270117886336e+03	(4.31955016618241e+00dB,-3.43040663429456e+00°)
2.17770977235277e+03	(4.31951400603228e+00dB,-3.43830891050924e+00°)
2.18272991184261e+03	(4.31947767913091e+00dB,-3.44622937213436e+00°)
2.18776162394916e+03	(4.31944118471002e+00dB,-3.45416806085787e+00°)
2.19280493535006e+03	(4.31940452199779e+00dB,-3.46212501846224e+00°)
2.19785987278443e+03	(4.31936769021884e+00dB,-3.47010028682468e+00°)
2.20292646305306e+03	(4.31933068859426e+00dB,-3.47809390791733e+00°)
2.20800473301851e+03	(4.31929351634150e+00dB,-3.48610592380747e+00°)
2.21309470960524e+03	(4.31925617267446e+00dB,-3.49413637665775e+00°)
2.21819641979982e+03	(4.31921865680341e+00dB,-3.50218530872637e+00°)
2.22330989065101e+03	(4.31918096793499e+00dB,-3.51025276236731e+00°)
2.22843514926991e+03	(4.31914310527218e+00dB,-3.51833878003053e+00°)
2.23357222283013e+03	(4.31910506801431e+00dB,-3.52644340426217e+00°)
2.23872113856794e+03	(4.31906685535702e+00dB,-3.53456667770479e+00°)
2.24388192378236e+03	(4.31902846649224e+00dB,-3.54270864309754e+00°)
2.24905460583538e+03	(4.31898990060822e+00dB,-3.55086934327641e+00°)
2.25423921215203e+03	(4.31895115688945e+00dB,-3.55904882117442e+00°)
2.25943577022057e+03	(4.31891223451667e+00dB,-3.56724711982182e+00°)
2.26464430759265e+03	(4.31887313266685e+00dB,-3.57546428234634e+00°)
2.26986485188342e+03	(4.31883385051320e+00dB,-3.58370035197336e+00°)
2.27509743077166e+03	(4.31879438722511e+00dB,-3.59195537202617e+00°)
2.28034207200001e+03	(4.31875474196815e+00dB,-3.60022938592612e+00°)
2.28559880337502e+03	(4.31871491390406e+00dB,-3.60852243719290e+00°)
2.29086765276736e+03	(4.31867490219071e+00dB,-3.61683456944472e+00°)
2.29614864811195e+03	(4.31863470598214e+00dB,-3.62516582639851e+00°)
2.30144181740810e+03	(4.31859432442845e+00dB,-3.63351625187017e+00°)
2.30674718871966e+03	(4.31855375667587e+00dB,-3.64188588977478e+00°)
2.31206479017518e+03	(4.31851300186667e+00dB,-3.65027478412678e+00°)
2.31739464996806e+03	(4.31847205913923e+00dB,-3.65868297904024e+00°)
2.32273679635669e+03	(4.31843092762791e+00dB,-3.66711051872901e+00°)
2.32809125766459e+03	(4.31838960646313e+00dB,-3.67555744750701e+00°)
2.33345806228058e+03	(4.31834809477129e+00dB,-3.68402380978841e+00°)
2.33883723865893e+03	(4.31830639167480e+00dB,-3.69250965008782e+00°)
2.34422881531950e+03	(4.31826449629201e+00dB,-3.70101501302058e+00°)
2.34963282084788e+03	(4.31822240773723e+00dB,-3.70953994330292e+00°)
2.35504928389559e+03	(4.31818012512070e+00dB,-3.71808448575218e+00°)
2.36047823318015e+03	(4.31813764754856e+00dB,-3.72664868528707e+00°)
2.36591969748533e+03	(4.31809497412286e+00dB,-3.73523258692785e+00°)
2.37137370566123e+03	(4.31805210394151e+00dB,-3.74383623579659e+00°)
2.37684028662445e+03	(4.31800903609826e+00dB,-3.75245967711734e+00°)
2.38231946935826e+03	(4.31796576968273e+00dB,-3.76110295621640e+00°)
2.38781128291275e+03	(4.31792230378032e+00dB,-3.76976611852251e+00°)
2.39331575640496e+03	(4.31787863747226e+00dB,-3.77844920956707e+00°)
2.39883291901906e+03	(4.31783476983554e+00dB,-3.78715227498441e+00°)
2.40436280000650e+03	(4.31779069994289e+00dB,-3.79587536051193e+00°)
2.40990542868616e+03	(4.31774642686281e+00dB,-3.80461851199043e+00°)
2.41546083444450e+03	(4.31770194965952e+00dB,-3.81338177536421e+00°)
2.42102904673574e+03	(4.31765726739290e+00dB,-3.82216519668141e+00°)
2.42661009508198e+03	(4.31761237911855e+00dB,-3.83096882209415e+00°)
2.43220400907338e+03	(4.31756728388772e+00dB,-3.83979269785881e+00°)
2.43781081836831e+03	(4.31752198074730e+00dB,-3.84863687033621e+00°)
2.44343055269353e+03	(4.31747646873978e+00dB,-3.85750138599190e+00°)
2.44906324184430e+03	(4.31743074690329e+00dB,-3.86638629139630e+00°)
2.45470891568459e+03	(4.31738481427151e+00dB,-3.87529163322499e+00°)
2.46036760414718e+03	(4.31733866987368e+00dB,-3.88421745825893e+00°)
2.46603933723389e+03	(4.31729231273460e+00dB,-3.89316381338465e+00°)
2.47172414501568e+03	(4.31724574187457e+00dB,-3.90213074559453e+00°)
2.47742205763284e+03	(4.31719895630941e+00dB,-3.91111830198700e+00°)
2.48313310529512e+03	(4.31715195505039e+00dB,-3.92012652976676e+00°)
2.48885731828194e+03	(4.31710473710426e+00dB,-3.92915547624501e+00°)
2.49459472694250e+03	(4.31705730147319e+00dB,-3.93820518883971e+00°)
2.50034536169598e+03	(4.31700964715480e+00dB,-3.94727571507580e+00°)
2.50610925303166e+03	(4.31696177314205e+00dB,-3.95636710258538e+00°)
2.51188643150912e+03	(4.31691367842333e+00dB,-3.96547939910802e+00°)
2.51767692775840e+03	(4.31686536198234e+00dB,-3.97461265249092e+00°)
2.52348077248012e+03	(4.31681682279815e+00dB,-3.98376691068921e+00°)
2.52929799644569e+03	(4.31676805984510e+00dB,-3.99294222176611e+00°)
2.53512863049745e+03	(4.31671907209284e+00dB,-4.00213863389323e+00°)
2.54097270554884e+03	(4.31666985850629e+00dB,-4.01135619535073e+00°)
2.54683025258458e+03	(4.31662041804562e+00dB,-4.02059495452764e+00°)
2.55270130266078e+03	(4.31657074966620e+00dB,-4.02985495992201e+00°)
2.55858588690518e+03	(4.31652085231863e+00dB,-4.03913626014122e+00°)
2.56448403651725e+03	(4.31647072494867e+00dB,-4.04843890390213e+00°)
2.57039578276840e+03	(4.31642036649725e+00dB,-4.05776294003141e+00°)
2.57632115700211e+03	(4.31636977590043e+00dB,-4.06710841746569e+00°)
2.58226019063413e+03	(4.31631895208938e+00dB,-4.07647538525186e+00°)
2.58821291515262e+03	(4.31626789399038e+00dB,-4.08586389254725e+00°)
2.59417936211834e+03	(4.31621660052477e+00dB,-4.09527398861993e+00°)
2.60015956316480e+03	(4.31616507060891e+00dB,-4.10470572284888e+00°)
2.60615354999842e+03	(4.31611330315422e+00dB,-4.11415914472428e+00°)
2.61216135439873e+03	(4.31606129706712e+00dB,-4.12363430384773e+00°)
2.61818300821851e+03	(4.31600905124898e+00dB,-4.13313124993248e+00°)
2.62421854338396e+03	(4.31595656459614e+00dB,-4.14265003280367e+00°)
2.63026799189490e+03	(4.31590383599989e+00dB,-4.15219070239858e+00°)
2.63633138582490e+03	(4.31585086434640e+00dB,-4.16175330876688e+00°)
2.64240875732146e+03	(4.31579764851674e+00dB,-4.17133790207082e+00°)
2.64850013860622e+03	(4.31574418738685e+00dB,-4.18094453258554e+00°)
2.65460556197505e+03	(4.31569047982750e+00dB,-4.19057325069925e+00°)
2.66072505979832e+03	(4.31563652470428e+00dB,-4.20022410691352e+00°)
2.66685866452099e+03	(4.31558232087756e+00dB,-4.20989715184347e+00°)
2.67300640866282e+03	(4.31552786720248e+00dB,-4.21959243621807e+00°)
2.67916832481854e+03	(4.31547316252896e+00dB,-4.22931001088034e+00°)
2.68534444565802e+03	(4.31541820570158e+00dB,-4.23904992678760e+00°)
2.69153480392642e+03	(4.31536299555967e+00dB,-4.24881223501173e+00°)
2.69773943244443e+03	(4.31530753093720e+00dB,-4.25859698673940e+00°)
2.70395836410835e+03	(4.31525181066280e+00dB,-4.26840423327233e+00°)
2.71019163189035e+03	(4.31519583355972e+00dB,-4.27823402602750e+00°)
2.71643926883858e+03	(4.31513959844581e+00dB,-4.28808641653744e+00°)
2.72270130807741e+03	(4.31508310413350e+00dB,-4.29796145645044e+00°)
2.72897778280754e+03	(4.31502634942975e+00dB,-4.30785919753081e+00°)
2.73526872630621e+03	(4.31496933313606e+00dB,-4.31777969165913e+00°)
2.74157417192738e+03	(4.31491205404843e+00dB,-4.32772299083250e+00°)
2.74789415310189e+03	(4.31485451095733e+00dB,-4.33768914716476e+00°)
2.75422870333766e+03	(4.31479670264769e+00dB,-4.34767821288678e+00°)
2.76057785621984e+03	(4.31473862789884e+00dB,-4.35769024034667e+00°)
2.76694164541100e+03	(4.31468028548452e+00dB,-4.36772528201005e+00°)
2.77332010465133e+03	(4.31462167417286e+00dB,-4.37778339046030e+00°)
2.77971326775878e+03	(4.31456279272631e+00dB,-4.38786461839879e+00°)
2.78612116862926e+03	(4.31450363990166e+00dB,-4.39796901864514e+00°)
2.79254384123682e+03	(4.31444421444998e+00dB,-4.40809664413750e+00°)
2.79898131963385e+03	(4.31438451511663e+00dB,-4.41824754793274e+00°)
2.80543363795120e+03	(4.31432454064119e+00dB,-4.42842178320675e+00°)
2.81190083039842e+03	(4.31426428975747e+00dB,-4.43861940325468e+00°)
2.81838293126394e+03	(4.31420376119348e+00dB,-4.44884046149116e+00°)
2.82487997491519e+03	(4.31414295367138e+00dB,-4.45908501145064e+00°)
2.83139199579886e+03	(4.31408186590746e+00dB,-4.46935310678750e+00°)
2.83791902844103e+03	(4.31402049661214e+00dB,-4.47964480127647e+00°)
2.84446110744739e+03	(4.31395884448992e+00dB,-4.48996014881274e+00°)
2.85101826750338e+03	(4.31389690823934e+00dB,-4.50029920341229e+00°)
2.85759054337442e+03	(4.31383468655299e+00dB,-4.51066201921213e+00°)
2.86417796990605e+03	(4.31377217811746e+00dB,-4.52104865047057e+00°)
2.87078058202416e+03	(4.31370938161330e+00dB,-4.53145915156743e+00°)
2.87739841473514e+03	(4.31364629571503e+00dB,-4.54189357700433e+00°)
2.88403150312607e+03	(4.31358291909106e+00dB,-4.55235198140496e+00°)
2.89067988236494e+03	(4.31351925040374e+00dB,-4.56283441951530e+00°)
2.89734358770079e+03	(4.31345528830923e+00dB,-4.57334094620388e+00°)
2.90402265446391e+03	(4.31339103145757e+00dB,-4.58387161646209e+00°)
2.91071711806607e+03	(4.31332647849258e+00dB,-4.59442648540435e+00°)
2.91742701400063e+03	(4.31326162805188e+00dB,-4.60500560826846e+00°)
2.92415237784279e+03	(4.31319647876683e+00dB,-4.61560904041580e+00°)
2.93089324524978e+03	(4.31313102926253e+00dB,-4.62623683733159e+00°)
2.93764965196099e+03	(4.31306527815774e+00dB,-4.63688905462517e+00°)
2.94442163379822e+03	(4.31299922406493e+00dB,-4.64756574803029e+00°)
2.95120922666584e+03	(4.31293286559019e+00dB,-4.65826697340527e+00°)
2.95801246655100e+03	(4.31286620133319e+00dB,-4.66899278673338e+00°)
2.96483138952379e+03	(4.31279922988724e+00dB,-4.67974324412302e+00°)
2.97166603173748e+03	(4.31273194983914e+00dB,-4.69051840180802e+00°)
2.97851642942864e+03	(4.31266435976924e+00dB,-4.70131831614787e+00°)
2.98538261891741e+03	(4.31259645825139e+00dB,-4.71214304362803e+00°)
2.99226463660763e+03	(4.31252824385288e+00dB,-4.72299264086014e+00°)
2.99916251898709e+03	(4.31245971513445e+00dB,-4.73386716458233e+00°)
3.00607630262767e+03	(4.31239087065022e+00dB,-4.74476667165944e+00°)
3.01300602418556e+03	(4.31232170894771e+00dB,-4.75569121908333e+00°)
3.01995172040146e+03	(4.31225222856776e+00dB,-4.76664086397311e+00°)
3.02691342810074e+03	(4.31218242804454e+00dB,-4.77761566357539e+00°)
3.03389118419371e+03	(4.31211230590547e+00dB,-4.78861567526462e+00°)
3.04088502567571e+03	(4.31204186067126e+00dB,-4.79964095654327e+00°)
3.04789498962742e+03	(4.31197109085582e+00dB,-4.81069156504215e+00°)
3.05492111321495e+03	(4.31189999496624e+00dB,-4.82176755852065e+00°)
3.06196343369011e+03	(4.31182857150277e+00dB,-4.83286899486703e+00°)
3.06902198839059e+03	(4.31175681895882e+00dB,-4.84399593209865e+00°)
3.07609681474014e+03	(4.31168473582085e+00dB,-4.85514842836228e+00°)
3.08318795024878e+03	(4.31161232056842e+00dB,-4.86632654193435e+00°)
3.09029543251301e+03	(4.31153957167409e+00dB,-4.87753033122122e+00°)
3.09741929921600e+03	(4.31146648760345e+00dB,-4.88875985475943e+00°)
3.10455958812778e+03	(4.31139306681505e+00dB,-4.90001517121601e+00°)
3.11171633710544e+03	(4.31131930776036e+00dB,-4.91129633938871e+00°)
3.11888958409336e+03	(4.31124520888378e+00dB,-4.92260341820630e+00°)
3.12607936712337e+03	(4.31117076862257e+00dB,-4.93393646672881e+00°)
3.13328572431500e+03	(4.31109598540683e+00dB,-4.94529554414785e+00°)
3.14050869387563e+03	(4.31102085765948e+00dB,-4.95668070978682e+00°)
3.14774831410073e+03	(4.31094538379619e+00dB,-4.96809202310123e+00°)
3.15500462337404e+03	(4.31086956222540e+00dB,-4.97952954367895e+00°)
3.16227766016779e+03	(4.31079339134824e+00dB,-4.99099333124049e+00°)
3.16956746304290e+03	(4.31071686955853e+00dB,-5.00248344563925e+00°)
3.17687407064918e+03	(4.31063999524272e+00dB,-5.01399994686186e+00°)
3.18419752172553e+03	(4.31056276677987e+00dB,-5.02554289502837e+00°)
3.19153785510016e+03	(4.31048518254164e+00dB,-5.03711235039258e+00°)
3.19889510969080e+03	(4.31040724089219e+00dB,-5.04870837334228e+00°)
3.20626932450487e+03	(4.31032894018822e+00dB,-5.06033102439957e+00°)
3.21366053863972e+03	(4.31025027877891e+00dB,-5.07198036422108e+00°)
3.22106879128283e+03	(4.31017125500584e+00dB,-5.08365645359830e+00°)
3.22849412171203e+03	(4.31009186720304e+00dB,-5.09535935345782e+00°)
3.23593656929568e+03	(4.31001211369689e+00dB,-5.10708912486161e+00°)
3.24339617349288e+03	(4.30993199280610e+00dB,-5.11884582900731e+00°)
3.25087297385373e+03	(4.30985150284169e+00dB,-5.13062952722852e+00°)
3.25836701001948e+03	(4.30977064210696e+00dB,-5.14244028099503e+00°)
3.26587832172275e+03	(4.30968940889742e+00dB,-5.15427815191314e+00°)
3.27340694878777e+03	(4.30960780150078e+00dB,-5.16614320172595e+00°)
3.28095293113057e+03	(4.30952581819692e+00dB,-5.17803549231359e+00°)
3.28851630875921e+03	(4.30944345725784e+00dB,-5.18995508569353e+00°)
3.29609712177396e+03	(4.30936071694764e+00dB,-5.20190204402087e+00°)
3.30369541036753e+03	(4.30927759552245e+00dB,-5.21387642958859e+00°)
3.31131121482529e+03	(4.30919409123045e+00dB,-5.22587830482787e+00°)
3.31894457552548e+03	(4.30911020231176e+00dB,-5.23790773230832e+00°)
3.32659553293942e+03	(4.30902592699848e+00dB,-5.24996477473831e+00°)
3.33426412763172e+03	(4.30894126351461e+00dB,-5.26204949496523e+00°)
3.34195040026051e+03	(4.30885621007601e+00dB,-5.27416195597577e+00°)
3.34965439157765e+03	(4.30877076489039e+00dB,-5.28630222089622e+00°)
3.35737614242892e+03	(4.30868492615725e+00dB,-5.29847035299272e+00°)
3.36511569375427e+03	(4.30859869206784e+00dB,-5.31066641567157e+00°)
3.37287308658805e+03	(4.30851206080516e+00dB,-5.32289047247953e+00°)
3.38064836205918e+03	(4.30842503054387e+00dB,-5.33514258710405e+00°)
3.38844156139139e+03	(4.30833759945029e+00dB,-5.34742282337361e+00°)
3.39625272590344e+03	(4.30824976568235e+00dB,-5.35973124525798e+00°)
3.40408189700937e+03	(4.30816152738954e+00dB,-5.37206791686848e+00°)
3.41192911621864e+03	(4.30807288271291e+00dB,-5.38443290245834e+00°)
3.41979442513644e+03	(4.30798382978498e+00dB,-5.39682626642290e+00°)
3.42767786546386e+03	(4.30789436672974e+00dB,-5.40924807329995e+00°)
3.43557947899810e+03	(4.30780449166259e+00dB,-5.42169838777002e+00°)
3.44349930763274e+03	(4.30771420269031e+00dB,-5.43417727465661e+00°)
3.45143739335791e+03	(4.30762349791103e+00dB,-5.44668479892656e+00°)
3.45939377826057e+03	(4.30753237541417e+00dB,-5.45922102569028e+00°)
3.46736850452466e+03	(4.30744083328042e+00dB,-5.47178602020204e+00°)
3.47536161443140e+03	(4.30734886958168e+00dB,-5.48437984786030e+00°)
3.48337315035946e+03	(4.30725648238106e+00dB,-5.49700257420795e+00°)
3.49140315478520e+03	(4.30716366973276e+00dB,-5.50965426493264e+00°)
3.49945167028291e+03	(4.30707042968214e+00dB,-5.52233498586704e+00°)
3.50751873952502e+03	(4.30697676026558e+00dB,-5.53504480298916e+00°)
3.51560440528232e+03	(4.30688265951051e+00dB,-5.54778378242259e+00°)
3.52370871042420e+03	(4.30678812543532e+00dB,-5.56055199043686e+00°)
3.53183169791890e+03	(4.30669315604935e+00dB,-5.57334949344768e+00°)
3.53997341083368e+03	(4.30659774935283e+00dB,-5.58617635801726e+00°)
3.54813389233508e+03	(4.30650190333686e+00dB,-5.59903265085456e+00°)
3.55631318568918e+03	(4.30640561598335e+00dB,-5.61191843881564e+00°)
3.56451133426177e+03	(4.30630888526498e+00dB,-5.62483378890392e+00°)
3.57272838151861e+03	(4.30621170914516e+00dB,-5.63777876827047e+00°)
3.58096437102568e+03	(4.30611408557802e+00dB,-5.65075344421433e+00°)
3.58921934644937e+03	(4.30601601250830e+00dB,-5.66375788418277e+00°)
3.59749335155674e+03	(4.30591748787136e+00dB,-5.67679215577161e+00°)
3.60578643021574e+03	(4.30581850959313e+00dB,-5.68985632672549e+00°)
3.61409862639545e+03	(4.30571907559007e+00dB,-5.70295046493820e+00°)
3.62242998416630e+03	(4.30561918376909e+00dB,-5.71607463845294e+00°)
3.63078054770032e+03	(4.30551883202757e+00dB,-5.72922891546265e+00°)
3.63915036127138e+03	(4.30541801825324e+00dB,-5.74241336431026e+00°)
3.64753946925538e+03	(4.30531674032422e+00dB,-5.75562805348905e+00°)
3.65594791613055e+03	(4.30521499610891e+00dB,-5.76887305164288e+00°)
3.66437574647764e+03	(4.30511278346599e+00dB,-5.78214842756653e+00°)
3.67282300498015e+03	(4.30501010024433e+00dB,-5.79545425020598e+00°)
3.68128973642461e+03	(4.30490694428299e+00dB,-5.80879058865873e+00°)
3.68977598570080e+03	(4.30480331341116e+00dB,-5.82215751217406e+00°)
3.69828179780196e+03	(4.30469920544811e+00dB,-5.83555509015337e+00°)
3.70680721782505e+03	(4.30459461820315e+00dB,-5.84898339215043e+00°)
3.71535229097102e+03	(4.30448954947558e+00dB,-5.86244248787174e+00°)
3.72391706254498e+03	(4.30438399705465e+00dB,-5.87593244717679e+00°)
3.73250157795649e+03	(4.30427795871953e+00dB,-5.88945334007834e+00°)
3.74110588271982e+03	(4.30417143223922e+00dB,-5.90300523674278e+00°)
3.74973002245412e+03	(4.30406441537254e+00dB,-5.91658820749039e+00°)
3.75837404288372e+03	(4.30395690586809e+00dB,-5.93020232279564e+00°)
3.76703798983837e+03	(4.30384890146418e+00dB,-5.94384765328750e+00°)
3.77572190925344e+03	(4.30374039988880e+00dB,-5.95752426974976e+00°)
3.78442584717021e+03	(4.30363139885953e+00dB,-5.97123224312129e+00°)
3.79314984973609e+03	(4.30352189608360e+00dB,-5.98497164449638e+00°)
3.80189396320489e+03	(4.30341188925770e+00dB,-5.99874254512501e+00°)
3.81065823393700e+03	(4.30330137606806e+00dB,-6.01254501641320e+00°)
3.81944270839974e+03	(4.30319035419031e+00dB,-6.02637912992327e+00°)
3.82824743316749e+03	(4.30307882128950e+00dB,-6.04024495737414e+00°)
3.83707245492205e+03	(4.30296677502000e+00dB,-6.05414257064166e+00°)
3.84591782045280e+03	(4.30285421302548e+00dB,-6.06807204175893e+00°)
3.85478357665698e+03	(4.30274113293887e+00dB,-6.08203344291654e+00°)
3.86366977053995e+03	(4.30262753238228e+00dB,-6.09602684646295e+00°)
3.87257644921543e+03	(4.30251340896698e+00dB,-6.11005232490473e+00°)
3.88150365990574e+03	(4.30239876029333e+00dB,-6.12410995090690e+00°)
3.89045144994206e+03	(4.30228358395075e+00dB,-6.13819979729324e+00°)
3.89941986676469e+03	(4.30216787751766e+00dB,-6.15232193704658e+00°)
3.90840895792327e+03	(4.30205163856142e+00dB,-6.16647644330911e+00°)
3.91741877107708e+03	(4.30193486463831e+00dB,-6.18066338938269e+00°)
3.92644935399525e+03	(4.30181755329345e+00dB,-6.19488284872915e+00°)
3.93550075455702e+03	(4.30169970206077e+00dB,-6.20913489497060e+00°)
3.94457302075203e+03	(4.30158130846293e+00dB,-6.22341960188974e+00°)
3.95366620068052e+03	(4.30146237001133e+00dB,-6.23773704343019e+00°)
3.96278034255363e+03	(4.30134288420599e+00dB,-6.25208729369673e+00°)
3.97191549469364e+03	(4.30122284853552e+00dB,-6.26647042695569e+00°)
3.98107170553421e+03	(4.30110226047711e+00dB,-6.28088651763519e+00°)
3.99024902362065e+03	(4.30098111749642e+00dB,-6.29533564032551e+00°)
3.99944749761021e+03	(4.30085941704756e+00dB,-6.30981786977935e+00°)
4.00866717627226e+03	(4.30073715657303e+00dB,-6.32433328091215e+00°)
4.01790810848863e+03	(4.30061433350368e+00dB,-6.33888194880243e+00°)
4.02717034325382e+03	(4.30049094525864e+00dB,-6.35346394869206e+00°)
4.03645392967527e+03	(4.30036698924527e+00dB,-6.36807935598660e+00°)
4.04575891697365e+03	(4.30024246285912e+00dB,-6.38272824625558e+00°)
4.05508535448306e+03	(4.30011736348385e+00dB,-6.39741069523283e+00°)
4.06443329165134e+03	(4.29999168849123e+00dB,-6.41212677881681e+00°)
4.07380277804034e+03	(4.29986543524100e+00dB,-6.42687657307087e+00°)
4.08319386332613e+03	(4.29973860108092e+00dB,-6.44166015422362e+00°)
4.09260659729932e+03	(4.29961118334663e+00dB,-6.45647759866918e+00°)
4.10204102986528e+03	(4.29948317936164e+00dB,-6.47132898296756e+00°)
4.11149721104443e+03	(4.29935458643726e+00dB,-6.48621438384490e+00°)
4.12097519097251e+03	(4.29922540187254e+00dB,-6.50113387819385e+00°)
4.13047501990082e+03	(4.29909562295425e+00dB,-6.51608754307384e+00°)
4.13999674819650e+03	(4.29896524695677e+00dB,-6.53107545571139e+00°)
4.14954042634283e+03	(4.29883427114209e+00dB,-6.54609769350046e+00°)
4.15910610493942e+03	(4.29870269275971e+00dB,-6.56115433400272e+00°)
4.16869383470255e+03	(4.29857050904660e+00dB,-6.57624545494790e+00°)
4.17830366646541e+03	(4.29843771722716e+00dB,-6.59137113423407e+00°)
4.18793565117837e+03	(4.29830431451313e+00dB,-6.60653144992799e+00°)
4.19758983990926e+03	(4.29817029810356e+00dB,-6.62172648026540e+00°)
4.20726628384363e+03	(4.29803566518475e+00dB,-6.63695630365133e+00°)
4.21696503428501e+03	(4.29790041293018e+00dB,-6.65222099866043e+00°)
4.22668614265521e+03	(4.29776453850047e+00dB,-6.66752064403728e+00°)
4.23642966049459e+03	(4.29762803904329e+00dB,-6.68285531869671e+00°)
4.24619563946231e+03	(4.29749091169334e+00dB,-6.69822510172410e+00°)
4.25598413133661e+03	(4.29735315357230e+00dB,-6.71363007237571e+00°)
4.26579518801510e+03	(4.29721476178869e+00dB,-6.72907031007899e+00°)
4.27562886151503e+03	(4.29707573343792e+00dB,-6.74454589443288e+00°)
4.28548520397357e+03	(4.29693606560215e+00dB,-6.76005690520818e+00°)
4.29536426764804e+03	(4.29679575535026e+00dB,-6.77560342234780e+00°)
4.30526610491627e+03	(4.29665479973783e+00dB,-6.79118552596709e+00°)
