Freq.	I(ROUT_OPTO)/I(RIN_OPTO)
6.76082975391844e+03	(6.19178216968654e+00dB,-1.06617369302730e+01°)
6.77641507610537e+03	(6.19143521665410e+00dB,-1.06861720072067e+01°)
6.79203632617046e+03	(6.19108667612801e+00dB,-1.07106624305968e+01°)
6.80769358693602e+03	(6.19073654090880e+00dB,-1.07352083213001e+01°)
6.82338694141530e+03	(6.19038480376499e+00dB,-1.07598098004061e+01°)
6.83911647281289e+03	(6.19003145743287e+00dB,-1.07844669892377e+01°)
6.85488226452521e+03	(6.18967649461641e+00dB,-1.08091800093508e+01°)
6.87068440014091e+03	(6.18931990798708e+00dB,-1.08339489825350e+01°)
6.88652296344135e+03	(6.18896169018377e+00dB,-1.08587740308138e+01°)
6.90239803840101e+03	(6.18860183381258e+00dB,-1.08836552764444e+01°)
6.91830970918795e+03	(6.18824033144674e+00dB,-1.09085928419186e+01°)
6.93425806016427e+03	(6.18787717562645e+00dB,-1.09335868499623e+01°)
6.95024317588654e+03	(6.18751235885871e+00dB,-1.09586374235362e+01°)
6.96626514110626e+03	(6.18714587361723e+00dB,-1.09837446858360e+01°)
6.98232404077028e+03	(6.18677771234224e+00dB,-1.10089087602923e+01°)
6.99841996002130e+03	(6.18640786744037e+00dB,-1.10341297705711e+01°)
7.01455298419827e+03	(6.18603633128453e+00dB,-1.10594078405740e+01°)
7.03072319883689e+03	(6.18566309621369e+00dB,-1.10847430944382e+01°)
7.04693068967002e+03	(6.18528815453284e+00dB,-1.11101356565370e+01°)
7.06317554262817e+03	(6.18491149851275e+00dB,-1.11355856514797e+01°)
7.07945784383992e+03	(6.18453312038989e+00dB,-1.11610932041120e+01°)
7.09577767963243e+03	(6.18415301236624e+00dB,-1.11866584395163e+01°)
7.11213513653183e+03	(6.18377116660918e+00dB,-1.12122814830117e+01°)
7.12853030126373e+03	(6.18338757525131e+00dB,-1.12379624601540e+01°)
7.14496326075366e+03	(6.18300223039033e+00dB,-1.12637014967367e+01°)
7.16143410212755e+03	(6.18261512408886e+00dB,-1.12894987187902e+01°)
7.17794291271214e+03	(6.18222624837433e+00dB,-1.13153542525826e+01°)
7.19448978003551e+03	(6.18183559523879e+00dB,-1.13412682246199e+01°)
7.21107479182751e+03	(6.18144315663880e+00dB,-1.13672407616459e+01°)
7.22769803602021e+03	(6.18104892449524e+00dB,-1.13932719906426e+01°)
7.24435960074841e+03	(6.18065289069318e+00dB,-1.14193620388303e+01°)
7.26105957435005e+03	(6.18025504708174e+00dB,-1.14455110336678e+01°)
7.27779804536674e+03	(6.17985538547392e+00dB,-1.14717191028527e+01°)
7.29457510254418e+03	(6.17945389764643e+00dB,-1.14979863743212e+01°)
7.31139083483267e+03	(6.17905057533958e+00dB,-1.15243129762489e+01°)
7.32824533138753e+03	(6.17864541025708e+00dB,-1.15506990370504e+01°)
7.34513868156963e+03	(6.17823839406592e+00dB,-1.15771446853799e+01°)
7.36207097494584e+03	(6.17782951839621e+00dB,-1.16036500501311e+01°)
7.37904230128949e+03	(6.17741877484099e+00dB,-1.16302152604373e+01°)
7.39605275058085e+03	(6.17700615495612e+00dB,-1.16568404456721e+01°)
7.41310241300764e+03	(6.17659165026011e+00dB,-1.16835257354488e+01°)
7.43019137896548e+03	(6.17617525223392e+00dB,-1.17102712596212e+01°)
7.44731973905835e+03	(6.17575695232086e+00dB,-1.17370771482836e+01°)
7.46448758409912e+03	(6.17533674192642e+00dB,-1.17639435317706e+01°)
7.48169500511000e+03	(6.17491461241805e+00dB,-1.17908705406578e+01°)
7.49894209332301e+03	(6.17449055512509e+00dB,-1.18178583057616e+01°)
7.51622894018050e+03	(6.17406456133855e+00dB,-1.18449069581395e+01°)
7.53355563733562e+03	(6.17363662231097e+00dB,-1.18720166290903e+01°)
7.55092227665278e+03	(6.17320672925623e+00dB,-1.18991874501540e+01°)
7.56832895020818e+03	(6.17277487334945e+00dB,-1.19264195531122e+01°)
7.58577575029027e+03	(6.17234104572674e+00dB,-1.19537130699881e+01°)
7.60326276940024e+03	(6.17190523748513e+00dB,-1.19810681330468e+01°)
7.62079010025254e+03	(6.17146743968232e+00dB,-1.20084848747954e+01°)
7.63835783577532e+03	(6.17102764333657e+00dB,-1.20359634279828e+01°)
7.65596606911098e+03	(6.17058583942651e+00dB,-1.20635039256005e+01°)
7.67361489361660e+03	(6.17014201889100e+00dB,-1.20911065008821e+01°)
7.69130440286450e+03	(6.16969617262891e+00dB,-1.21187712873038e+01°)
7.70903469064270e+03	(6.16924829149901e+00dB,-1.21464984185843e+01°)
7.72680585095542e+03	(6.16879836631979e+00dB,-1.21742880286851e+01°)
7.74461797802358e+03	(6.16834638786925e+00dB,-1.22021402518108e+01°)
7.76247116628531e+03	(6.16789234688477e+00dB,-1.22300552224086e+01°)
7.78036551039642e+03	(6.16743623406294e+00dB,-1.22580330751692e+01°)
7.79830110523097e+03	(6.16697804005937e+00dB,-1.22860739450261e+01°)
7.81627804588167e+03	(6.16651775548854e+00dB,-1.23141779671565e+01°)
7.83429642766049e+03	(6.16605537092359e+00dB,-1.23423452769809e+01°)
7.85235634609909e+03	(6.16559087689619e+00dB,-1.23705760101635e+01°)
7.87045789694935e+03	(6.16512426389636e+00dB,-1.23988703026120e+01°)
7.88860117618390e+03	(6.16465552237227e+00dB,-1.24272282904778e+01°)
7.90678627999661e+03	(6.16418464273008e+00dB,-1.24556501101566e+01°)
7.92501330480307e+03	(6.16371161533379e+00dB,-1.24841358982876e+01°)
7.94328234724116e+03	(6.16323643050500e+00dB,-1.25126857917543e+01°)
7.96159350417153e+03	(6.16275907852282e+00dB,-1.25412999276843e+01°)
7.97994687267810e+03	(6.16227954962361e+00dB,-1.25699784434496e+01°)
7.99834255006862e+03	(6.16179783400086e+00dB,-1.25987214766662e+01°)
8.01678063387512e+03	(6.16131392180499e+00dB,-1.26275291651950e+01°)
8.03526122185450e+03	(6.16082780314316e+00dB,-1.26564016471410e+01°)
8.05378441198899e+03	(6.16033946807911e+00dB,-1.26853390608540e+01°)
8.07235030248670e+03	(6.15984890663298e+00dB,-1.27143415449283e+01°)
8.09095899178214e+03	(6.15935610878110e+00dB,-1.27434092382031e+01°)
8.10961057853672e+03	(6.15886106445584e+00dB,-1.27725422797623e+01°)
8.12830516163930e+03	(6.15836376354543e+00dB,-1.28017408089347e+01°)
8.14704284020670e+03	(6.15786419589375e+00dB,-1.28310049652941e+01°)
8.16582371358422e+03	(6.15736235130015e+00dB,-1.28603348886592e+01°)
8.18464788134619e+03	(6.15685821951931e+00dB,-1.28897307190937e+01°)
8.20351544329647e+03	(6.15635179026098e+00dB,-1.29191925969066e+01°)
8.22242649946899e+03	(6.15584305318986e+00dB,-1.29487206626519e+01°)
8.24138115012830e+03	(6.15533199792539e+00dB,-1.29783150571288e+01°)
8.26037949577006e+03	(6.15481861404156e+00dB,-1.30079759213818e+01°)
8.27942163712161e+03	(6.15430289106671e+00dB,-1.30377033967008e+01°)
8.29850767514249e+03	(6.15378481848338e+00dB,-1.30674976246208e+01°)
8.31763771102497e+03	(6.15326438572807e+00dB,-1.30973587469223e+01°)
8.33681184619460e+03	(6.15274158219111e+00dB,-1.31272869056314e+01°)
8.35603018231073e+03	(6.15221639721641e+00dB,-1.31572822430191e+01°)
8.37529282126707e+03	(6.15168882010131e+00dB,-1.31873449016024e+01°)
8.39459986519222e+03	(6.15115884009637e+00dB,-1.32174750241435e+01°)
8.41395141645019e+03	(6.15062644640519e+00dB,-1.32476727536501e+01°)
8.43334757764099e+03	(6.15009162818420e+00dB,-1.32779382333754e+01°)
8.45278845160113e+03	(6.14955437454248e+00dB,-1.33082716068183e+01°)
8.47227414140419e+03	(6.14901467454157e+00dB,-1.33386730177230e+01°)
8.49180475036136e+03	(6.14847251719524e+00dB,-1.33691426100794e+01°)
8.51138038202198e+03	(6.14792789146935e+00dB,-1.33996805281228e+01°)
8.53100114017410e+03	(6.14738078628162e+00dB,-1.34302869163342e+01°)
8.55066712884504e+03	(6.14683119050142e+00dB,-1.34609619194399e+01°)
8.57037845230190e+03	(6.14627909294959e+00dB,-1.34917056824119e+01°)
8.59013521505215e+03	(6.14572448239827e+00dB,-1.35225183504677e+01°)
8.60993752184420e+03	(6.14516734757064e+00dB,-1.35534000690702e+01°)
8.62978547766789e+03	(6.14460767714076e+00dB,-1.35843509839277e+01°)
8.64967918775511e+03	(6.14404545973338e+00dB,-1.36153712409942e+01°)
8.66961875758035e+03	(6.14348068392369e+00dB,-1.36464609864689e+01°)
8.68960429286119e+03	(6.14291333823717e+00dB,-1.36776203667963e+01°)
8.70963589955897e+03	(6.14234341114935e+00dB,-1.37088495286666e+01°)
8.72971368387928e+03	(6.14177089108564e+00dB,-1.37401486190149e+01°)
8.74983775227252e+03	(6.14119576642109e+00dB,-1.37715177850219e+01°)
8.77000821143450e+03	(6.14061802548021e+00dB,-1.38029571741133e+01°)
8.79022516830699e+03	(6.14003765653677e+00dB,-1.38344669339600e+01°)
8.81048873007829e+03	(6.13945464781355e+00dB,-1.38660472124780e+01°)
8.83079900418377e+03	(6.13886898748221e+00dB,-1.38976981578284e+01°)
8.85115609830649e+03	(6.13828066366299e+00dB,-1.39294199184174e+01°)
8.87156012037774e+03	(6.13768966442458e+00dB,-1.39612126428958e+01°)
8.89201117857761e+03	(6.13709597778386e+00dB,-1.39930764801595e+01°)
8.91250938133558e+03	(6.13649959170574e+00dB,-1.40250115793490e+01°)
8.93305483733107e+03	(6.13590049410288e+00dB,-1.40570180898498e+01°)
8.95364765549405e+03	(6.13529867283555e+00dB,-1.40890961612915e+01°)
8.97428794500559e+03	(6.13469411571137e+00dB,-1.41212459435487e+01°)
8.99497581529845e+03	(6.13408681048512e+00dB,-1.41534675867402e+01°)
9.01571137605767e+03	(6.13347674485852e+00dB,-1.41857612412290e+01°)
9.03649473722111e+03	(6.13286390648002e+00dB,-1.42181270576226e+01°)
9.05732600898009e+03	(6.13224828294457e+00dB,-1.42505651867724e+01°)
9.07820530177994e+03	(6.13162986179344e+00dB,-1.42830757797739e+01°)
9.09913272632059e+03	(6.13100863051396e+00dB,-1.43156589879665e+01°)
9.12010839355717e+03	(6.13038457653932e+00dB,-1.43483149629333e+01°)
9.14113241470057e+03	(6.12975768724839e+00dB,-1.43810438565011e+01°)
9.16220490121806e+03	(6.12912794996542e+00dB,-1.44138458207403e+01°)
9.18332596483387e+03	(6.12849535195991e+00dB,-1.44467210079645e+01°)
9.20449571752977e+03	(6.12785988044633e+00dB,-1.44796695707307e+01°)
9.22571427154568e+03	(6.12722152258391e+00dB,-1.45126916618389e+01°)
9.24698173938027e+03	(6.12658026547646e+00dB,-1.45457874343321e+01°)
9.26829823379153e+03	(6.12593609617208e+00dB,-1.45789570414962e+01°)
9.28966386779740e+03	(6.12528900166300e+00dB,-1.46122006368595e+01°)
9.31107875467633e+03	(6.12463896888530e+00dB,-1.46455183741931e+01°)
9.33254300796793e+03	(6.12398598471875e+00dB,-1.46789104075102e+01°)
9.35405674147354e+03	(6.12333003598652e+00dB,-1.47123768910662e+01°)
9.37562006925681e+03	(6.12267110945501e+00dB,-1.47459179793585e+01°)
9.39723310564439e+03	(6.12200919183359e+00dB,-1.47795338271263e+01°)
9.41889596522642e+03	(6.12134426977437e+00dB,-1.48132245893503e+01°)
9.44060876285723e+03	(6.12067632987201e+00dB,-1.48469904212529e+01°)
9.46237161365592e+03	(6.12000535866343e+00dB,-1.48808314782973e+01°)
9.48418463300696e+03	(6.11933134262765e+00dB,-1.49147479161880e+01°)
9.50604793656080e+03	(6.11865426818550e+00dB,-1.49487398908703e+01°)
9.52796164023450e+03	(6.11797412169945e+00dB,-1.49828075585300e+01°)
9.54992586021233e+03	(6.11729088947331e+00dB,-1.50169510755933e+01°)
9.57194071294641e+03	(6.11660455775205e+00dB,-1.50511705987267e+01°)
9.59400631515729e+03	(6.11591511272154e+00dB,-1.50854662848364e+01°)
9.61612278383460e+03	(6.11522254050833e+00dB,-1.51198382910684e+01°)
9.63829023623766e+03	(6.11452682717942e+00dB,-1.51542867748082e+01°)
9.66050878989608e+03	(6.11382795874201e+00dB,-1.51888118936806e+01°)
9.68277856261043e+03	(6.11312592114326e+00dB,-1.52234138055490e+01°)
9.70509967245283e+03	(6.11242070027008e+00dB,-1.52580926685161e+01°)
9.72747223776758e+03	(6.11171228194886e+00dB,-1.52928486409224e+01°)
9.74989637717179e+03	(6.11100065194527e+00dB,-1.53276818813471e+01°)
9.77237220955603e+03	(6.11028579596399e+00dB,-1.53625925486071e+01°)
9.79489985408490e+03	(6.10956769964847e+00dB,-1.53975808017570e+01°)
9.81747943019775e+03	(6.10884634858071e+00dB,-1.54326468000885e+01°)
9.84011105760924e+03	(6.10812172828101e+00dB,-1.54677907031309e+01°)
9.86279485631000e+03	(6.10739382420773e+00dB,-1.55030126706497e+01°)
9.88553094656728e+03	(6.10666262175702e+00dB,-1.55383128626472e+01°)
9.90831944892556e+03	(6.10592810626264e+00dB,-1.55736914393618e+01°)
9.93116048420722e+03	(6.10519026299564e+00dB,-1.56091485612678e+01°)
9.95405417351315e+03	(6.10444907716419e+00dB,-1.56446843890749e+01°)
9.97700063822340e+03	(6.10370453391326e+00dB,-1.56802990837281e+01°)
9.99999999999787e+03	(6.10295661832445e+00dB,-1.57159928064074e+01°)
1.00230523807769e+04	(6.10220531541566e+00dB,-1.57517657185271e+01°)
1.00461579027818e+04	(6.10145061014092e+00dB,-1.57876179817358e+01°)
1.00693166885159e+04	(6.10069248739010e+00dB,-1.58235497579161e+01°)
1.00925288607647e+04	(6.09993093198865e+00dB,-1.58595612091840e+01°)
1.01157945425968e+04	(6.09916592869740e+00dB,-1.58956524978884e+01°)
1.01391138573646e+04	(6.09839746221226e+00dB,-1.59318237866115e+01°)
1.01624869287048e+04	(6.09762551716399e+00dB,-1.59680752381674e+01°)
1.01859138805390e+04	(6.09685007811793e+00dB,-1.60044070156025e+01°)
1.02093948370746e+04	(6.09607112957378e+00dB,-1.60408192821947e+01°)
1.02329299228054e+04	(6.09528865596534e+00dB,-1.60773122014532e+01°)
1.02565192625119e+04	(6.09450264166020e+00dB,-1.61138859371181e+01°)
1.02801629812625e+04	(6.09371307095956e+00dB,-1.61505406531598e+01°)
1.03038612044140e+04	(6.09291992809796e+00dB,-1.61872765137789e+01°)
1.03276140576118e+04	(6.09212319724295e+00dB,-1.62240936834055e+01°)
1.03514216667912e+04	(6.09132286249494e+00dB,-1.62609923266987e+01°)
1.03752841581779e+04	(6.09051890788686e+00dB,-1.62979726085467e+01°)
1.03992016582884e+04	(6.08971131738395e+00dB,-1.63350346940658e+01°)
1.04231742939308e+04	(6.08890007488346e+00dB,-1.63721787486002e+01°)
1.04472021922058e+04	(6.08808516421445e+00dB,-1.64094049377215e+01°)
1.04712854805067e+04	(6.08726656913744e+00dB,-1.64467134272282e+01°)
1.04954242865210e+04	(6.08644427334425e+00dB,-1.64841043831454e+01°)
1.05196187382300e+04	(6.08561826045763e+00dB,-1.65215779717242e+01°)
1.05438689639103e+04	(6.08478851403109e+00dB,-1.65591343594410e+01°)
1.05681750921343e+04	(6.08395501754860e+00dB,-1.65967737129976e+01°)
1.05925372517706e+04	(6.08311775442431e+00dB,-1.66344961993200e+01°)
1.06169555719850e+04	(6.08227670800230e+00dB,-1.66723019855584e+01°)
1.06414301822409e+04	(6.08143186155633e+00dB,-1.67101912390866e+01°)
1.06659612123003e+04	(6.08058319828951e+00dB,-1.67481641275013e+01°)
1.06905487922243e+04	(6.07973070133412e+00dB,-1.67862208186216e+01°)
1.07151930523738e+04	(6.07887435375129e+00dB,-1.68243614804889e+01°)
1.07398941234101e+04	(6.07801413853072e+00dB,-1.68625862813656e+01°)
1.07646521362960e+04	(6.07715003859045e+00dB,-1.69008953897353e+01°)
1.07894672222960e+04	(6.07628203677656e+00dB,-1.69392889743017e+01°)
1.08143395129771e+04	(6.07541011586292e+00dB,-1.69777672039883e+01°)
1.08392691402097e+04	(6.07453425855087e+00dB,-1.70163302479378e+01°)
1.08642562361683e+04	(6.07365444746903e+00dB,-1.70549782755116e+01°)
1.08893009333320e+04	(6.07277066517294e+00dB,-1.70937114562891e+01°)
1.09144033644852e+04	(6.07188289414484e+00dB,-1.71325299600669e+01°)
1.09395636627186e+04	(6.07099111679338e+00dB,-1.71714339568586e+01°)
1.09647819614295e+04	(6.07009531545333e+00dB,-1.72104236168942e+01°)
1.09900583943228e+04	(6.06919547238534e+00dB,-1.72494991106189e+01°)
1.10153930954118e+04	(6.06829156977562e+00dB,-1.72886606086932e+01°)
1.10407861990184e+04	(6.06738358973570e+00dB,-1.73279082819917e+01°)
1.10662378397743e+04	(6.06647151430210e+00dB,-1.73672423016030e+01°)
1.10917481526216e+04	(6.06555532543612e+00dB,-1.74066628388284e+01°)
1.11173172728135e+04	(6.06463500502349e+00dB,-1.74461700651820e+01°)
1.11429453359149e+04	(6.06371053487415e+00dB,-1.74857641523891e+01°)
1.11686324778032e+04	(6.06278189672193e+00dB,-1.75254452723866e+01°)
1.11943788346691e+04	(6.06184907222427e+00dB,-1.75652135973215e+01°)
1.12201845430172e+04	(6.06091204296196e+00dB,-1.76050692995503e+01°)
1.12460497396668e+04	(6.05997079043883e+00dB,-1.76450125516389e+01°)
1.12719745617527e+04	(6.05902529608147e+00dB,-1.76850435263612e+01°)
1.12979591467255e+04	(6.05807554123899e+00dB,-1.77251623966987e+01°)
1.13240036323531e+04	(6.05712150718264e+00dB,-1.77653693358397e+01°)
1.13501081567207e+04	(6.05616317510562e+00dB,-1.78056645171787e+01°)
1.13762728582318e+04	(6.05520052612273e+00dB,-1.78460481143154e+01°)
1.14024978756092e+04	(6.05423354127012e+00dB,-1.78865203010544e+01°)
1.14287833478952e+04	(6.05326220150498e+00dB,-1.79270812514037e+01°)
1.14551294144529e+04	(6.05228648770525e+00dB,-1.79677311395747e+01°)
1.14815362149663e+04	(6.05130638066934e+00dB,-1.80084701399809e+01°)
1.15080038894419e+04	(6.05032186111583e+00dB,-1.80492984272376e+01°)
1.15345325782084e+04	(6.04933290968319e+00dB,-1.80902161761605e+01°)
1.15611224219185e+04	(6.04833950692948e+00dB,-1.81312235617653e+01°)
1.15877735615487e+04	(6.04734163333206e+00dB,-1.81723207592668e+01°)
1.16144861384009e+04	(6.04633926928728e+00dB,-1.82135079440780e+01°)
1.16412602941024e+04	(6.04533239511023e+00dB,-1.82547852918095e+01°)
1.16680961706071e+04	(6.04432099103437e+00dB,-1.82961529782682e+01°)
1.16949939101962e+04	(6.04330503721133e+00dB,-1.83376111794571e+01°)
1.17219536554788e+04	(6.04228451371053e+00dB,-1.83791600715738e+01°)
1.17489755493927e+04	(6.04125940051892e+00dB,-1.84207998310099e+01°)
1.17760597352055e+04	(6.04022967754069e+00dB,-1.84625306343503e+01°)
1.18032063565147e+04	(6.03919532459696e+00dB,-1.85043526583719e+01°)
1.18304155572491e+04	(6.03815632142547e+00dB,-1.85462660800430e+01°)
1.18576874816690e+04	(6.03711264768029e+00dB,-1.85882710765225e+01°)
1.18850222743676e+04	(6.03606428293155e+00dB,-1.86303678251586e+01°)
1.19124200802712e+04	(6.03501120666508e+00dB,-1.86725565034880e+01°)
1.19398810446401e+04	(6.03395339828213e+00dB,-1.87148372892352e+01°)
1.19674053130698e+04	(6.03289083709912e+00dB,-1.87572103603113e+01°)
1.19949930314912e+04	(6.03182350234725e+00dB,-1.87996758948130e+01°)
1.20226443461715e+04	(6.03075137317226e+00dB,-1.88422340710220e+01°)
1.20503594037154e+04	(6.02967442863411e+00dB,-1.88848850674035e+01°)
1.20781383510652e+04	(6.02859264770664e+00dB,-1.89276290626057e+01°)
1.21059813355022e+04	(6.02750600927734e+00dB,-1.89704662354582e+01°)
1.21338885046471e+04	(6.02641449214696e+00dB,-1.90133967649718e+01°)
1.21618600064610e+04	(6.02531807502927e+00dB,-1.90564208303367e+01°)
1.21898959892460e+04	(6.02421673655070e+00dB,-1.90995386109220e+01°)
1.22179966016461e+04	(6.02311045525006e+00dB,-1.91427502862743e+01°)
1.22461619926478e+04	(6.02199920957824e+00dB,-1.91860560361169e+01°)
1.22743923115814e+04	(6.02088297789789e+00dB,-1.92294560403486e+01°)
1.23026877081211e+04	(6.01976173848309e+00dB,-1.92729504790426e+01°)
1.23310483322864e+04	(6.01863546951906e+00dB,-1.93165395324455e+01°)
1.23594743344424e+04	(6.01750414910187e+00dB,-1.93602233809764e+01°)
1.23879658653010e+04	(6.01636775523806e+00dB,-1.94040022052251e+01°)
1.24165230759214e+04	(6.01522626584442e+00dB,-1.94478761859519e+01°)
1.24451461177111e+04	(6.01407965874759e+00dB,-1.94918455040858e+01°)
1.24738351424267e+04	(6.01292791168381e+00dB,-1.95359103407235e+01°)
1.25025903021745e+04	(6.01177100229857e+00dB,-1.95800708771284e+01°)
1.25314117494114e+04	(6.01060890814631e+00dB,-1.96243272947294e+01°)
1.25602996369460e+04	(6.00944160669009e+00dB,-1.96686797751197e+01°)
1.25892541179389e+04	(6.00826907530129e+00dB,-1.97131285000554e+01°)
1.26182753459039e+04	(6.00709129125929e+00dB,-1.97576736514547e+01°)
1.26473634747087e+04	(6.00590823175116e+00dB,-1.98023154113964e+01°)
1.26765186585757e+04	(6.00471987387131e+00dB,-1.98470539621187e+01°)
1.27057410520826e+04	(6.00352619462122e+00dB,-1.98918894860181e+01°)
1.27350308101638e+04	(6.00232717090907e+00dB,-1.99368221656480e+01°)
1.27643880881106e+04	(6.00112277954946e+00dB,-1.99818521837176e+01°)
1.27938130415724e+04	(5.99991299726309e+00dB,-2.00269797230905e+01°)
1.28233058265574e+04	(5.99869780067639e+00dB,-2.00722049667836e+01°)
1.28528665994333e+04	(5.99747716632127e+00dB,-2.01175280979654e+01°)
1.28824955169285e+04	(5.99625107063474e+00dB,-2.01629492999552e+01°)
1.29121927361325e+04	(5.99501948995862e+00dB,-2.02084687562215e+01°)
1.29419584144970e+04	(5.99378240053921e+00dB,-2.02540866503808e+01°)
1.29717927098367e+04	(5.99253977852697e+00dB,-2.02998031661959e+01°)
1.30016957803300e+04	(5.99129159997617e+00dB,-2.03456184875751e+01°)
1.30316677845201e+04	(5.99003784084462e+00dB,-2.03915327985705e+01°)
1.30617088813155e+04	(5.98877847699327e+00dB,-2.04375462833767e+01°)
1.30918192299912e+04	(5.98751348418596e+00dB,-2.04836591263292e+01°)
1.31219989901891e+04	(5.98624283808905e+00dB,-2.05298715119034e+01°)
1.31522483219195e+04	(5.98496651427112e+00dB,-2.05761836247129e+01°)
1.31825673855612e+04	(5.98368448820259e+00dB,-2.06225956495081e+01°)
1.32129563418628e+04	(5.98239673525549e+00dB,-2.06691077711748e+01°)
1.32434153519437e+04	(5.98110323070301e+00dB,-2.07157201747327e+01°)
1.32739445772945e+04	(5.97980394971928e+00dB,-2.07624330453342e+01°)
1.33045441797780e+04	(5.97849886737898e+00dB,-2.08092465682623e+01°)
1.33352143216303e+04	(5.97718795865703e+00dB,-2.08561609289298e+01°)
1.33659551654615e+04	(5.97587119842825e+00dB,-2.09031763128773e+01°)
1.33967668742564e+04	(5.97454856146706e+00dB,-2.09502929057719e+01°)
1.34276496113757e+04	(5.97322002244711e+00dB,-2.09975108934058e+01°)
1.34586035405565e+04	(5.97188555594097e+00dB,-2.10448304616943e+01°)
1.34896288259136e+04	(5.97054513641980e+00dB,-2.10922517966747e+01°)
1.35207256319398e+04	(5.96919873825300e+00dB,-2.11397750845045e+01°)
1.35518941235074e+04	(5.96784633570792e+00dB,-2.11874005114598e+01°)
1.35831344658685e+04	(5.96648790294947e+00dB,-2.12351282639337e+01°)
1.36144468246565e+04	(5.96512341403983e+00dB,-2.12829585284349e+01°)
1.36458313658862e+04	(5.96375284293811e+00dB,-2.13308914915859e+01°)
1.36772882559555e+04	(5.96237616349999e+00dB,-2.13789273401210e+01°)
1.37088176616455e+04	(5.96099334947743e+00dB,-2.14270662608856e+01°)
1.37404197501221e+04	(5.95960437451829e+00dB,-2.14753084408333e+01°)
1.37720946889364e+04	(5.95820921216602e+00dB,-2.15236540670253e+01°)
1.38038426460258e+04	(5.95680783585934e+00dB,-2.15721033266279e+01°)
1.38356637897148e+04	(5.95540021893186e+00dB,-2.16206564069115e+01°)
1.38675582887158e+04	(5.95398633461178e+00dB,-2.16693134952482e+01°)
1.38995263121305e+04	(5.95256615602154e+00dB,-2.17180747791104e+01°)
1.39315680294500e+04	(5.95113965617751e+00dB,-2.17669404460690e+01°)
1.39636836105563e+04	(5.94970680798958e+00dB,-2.18159106837918e+01°)
1.39958732257231e+04	(5.94826758426092e+00dB,-2.18649856800412e+01°)
1.40281370456165e+04	(5.94682195768757e+00dB,-2.19141656226731e+01°)
1.40604752412960e+04	(5.94536990085815e+00dB,-2.19634506996344e+01°)
1.40928879842156e+04	(5.94391138625347e+00dB,-2.20128410989617e+01°)
1.41253754462244e+04	(5.94244638624624e+00dB,-2.20623370087790e+01°)
1.41579377995677e+04	(5.94097487310071e+00dB,-2.21119386172964e+01°)
1.41905752168878e+04	(5.93949681897232e+00dB,-2.21616461128077e+01°)
1.42232878712250e+04	(5.93801219590739e+00dB,-2.22114596836886e+01°)
1.42560759360187e+04	(5.93652097584277e+00dB,-2.22613795183952e+01°)
1.42889395851079e+04	(5.93502313060548e+00dB,-2.23114058054615e+01°)
1.43218789927323e+04	(5.93351863191237e+00dB,-2.23615387334979e+01°)
1.43548943335334e+04	(5.93200745136984e+00dB,-2.24117784911890e+01°)
1.43879857825553e+04	(5.93048956047343e+00dB,-2.24621252672918e+01°)
1.44211535152455e+04	(5.92896493060748e+00dB,-2.25125792506336e+01°)
1.44543977074561e+04	(5.92743353304486e+00dB,-2.25631406301100e+01°)
1.44877185354444e+04	(5.92589533894654e+00dB,-2.26138095946830e+01°)
1.45211161758742e+04	(5.92435031936132e+00dB,-2.26645863333787e+01°)
1.45545908058164e+04	(5.92279844522546e+00dB,-2.27154710352858e+01°)
1.45881426027502e+04	(5.92123968736231e+00dB,-2.27664638895527e+01°)
1.46217717445639e+04	(5.91967401648202e+00dB,-2.28175650853864e+01°)
1.46554784095559e+04	(5.91810140318118e+00dB,-2.28687748120495e+01°)
1.46892627764354e+04	(5.91652181794247e+00dB,-2.29200932588587e+01°)
1.47231250243239e+04	(5.91493523113429e+00dB,-2.29715206151824e+01°)
1.47570653327557e+04	(5.91334161301050e+00dB,-2.30230570704387e+01°)
1.47910838816788e+04	(5.91174093370999e+00dB,-2.30747028140931e+01°)
1.48251808514562e+04	(5.91013316325638e+00dB,-2.31264580356563e+01°)
1.48593564228668e+04	(5.90851827155770e+00dB,-2.31783229246823e+01°)
1.48936107771058e+04	(5.90689622840598e+00dB,-2.32302976707657e+01°)
1.49279440957866e+04	(5.90526700347697e+00dB,-2.32823824635399e+01°)
1.49623565609410e+04	(5.90363056632977e+00dB,-2.33345774926749e+01°)
1.49968483550204e+04	(5.90198688640650e+00dB,-2.33868829478746e+01°)
1.50314196608969e+04	(5.90033593303193e+00dB,-2.34392990188747e+01°)
1.50660706618641e+04	(5.89867767541318e+00dB,-2.34918258954407e+01°)
1.51008015416381e+04	(5.89701208263933e+00dB,-2.35444637673654e+01°)
1.51356124843587e+04	(5.89533912368113e+00dB,-2.35972128244662e+01°)
1.51705036745900e+04	(5.89365876739062e+00dB,-2.36500732565835e+01°)
1.52054752973216e+04	(5.89197098250076e+00dB,-2.37030452535776e+01°)
1.52405275379695e+04	(5.89027573762518e+00dB,-2.37561290053269e+01°)
1.52756605823773e+04	(5.88857300125775e+00dB,-2.38093247017250e+01°)
1.53108746168169e+04	(5.88686274177227e+00dB,-2.38626325326788e+01°)
1.53461698279895e+04	(5.88514492742213e+00dB,-2.39160526881055e+01°)
1.53815464030269e+04	(5.88341952633997e+00dB,-2.39695853579308e+01°)
